kernel,D,L,launch_id,launch_kernel_name,phase,gpu_time_duration,sm_util_pct,dram_util_pct,achieved_occupancy_pct,warp_threads_per_inst,dram_bytes,flops,dram_bytes_source,flops_source,registers_per_thread,shared_mem_per_block_bytes,block_size,l1_hit_rate_pct,l2_hit_rate_pct
blelloch,16,32768,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6144.0,2.83,0.09,49.06,,8064.0,4512.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,16,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,8256.0,12.2,32.02,82.33,,4070400.0,1523712.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,16,32768,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19392.0,51.67,13.97,88.66,,4202880.0,14157312.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,16,32768,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5216.0,2.75,0.09,48.86,,7808.0,6192.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,16,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,8000.0,12.13,32.39,82.21,,4070272.0,1523712.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,16,65536,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19392.0,42.84,28.24,86.61,,8401664.0,18220032.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,16,65536,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4384.0,2.33,0.2,48.45,,14080.0,284688.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,16,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,12224.0,16.06,43.39,81.59,,8268672.0,3096576.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,16,65536,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,58784.0,41.91,9.19,93.52,,8403328.0,9431040.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,16,65536,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6368.0,3.03,0.12,49.16,,12288.0,9120.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,16,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,12512.0,15.95,43.6,81.58,,8268672.0,3096576.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,16,65536,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,34208.0,58.55,15.83,91.66,,8404352.0,28314624.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,16,65536,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5504.0,3.03,0.14,48.96,,12032.0,15408.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,16,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,12320.0,16.17,44.27,81.74,,8268672.0,3096576.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,16,131072,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,33856.0,48.91,40.37,87.12,,20960384.0,36440064.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,16,131072,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4416.0,2.34,0.32,48.57,,22144.0,284688.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,16,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19680.0,19.8,56.74,80.85,,16666880.0,6242304.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,16,131072,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,107712.0,45.71,12.77,95.05,,21027584.0,18862080.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,16,131072,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6880.0,3.13,0.19,49.23,,20352.0,18336.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,16,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19680.0,19.71,56.31,80.6,,16667776.0,6242304.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,16,131072,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,61376.0,64.86,22.03,93.36,,21031936.0,56629248.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,16,131072,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5888.0,3.26,0.22,49.03,,20224.0,36912.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,16,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19328.0,19.93,56.24,80.93,,16666624.0,6242304.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,1024,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,5216.0,9.82,6.54,47.62,,530560.0,1138752.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,1024,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4384.0,9.35,0.09,48.04,,6272.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2496.0,1.67,0.07,47.36,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,1024,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,9824.0,15.42,3.45,49.29,,532096.0,589440.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,1024,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,4160.0,6.67,0.07,47.91,,4480.0,192.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2624.0,1.76,0.07,47.37,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,1024,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,7232.0,17.43,4.78,49.15,,530816.0,1769664.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,1024,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,3968.0,4.79,0.07,47.49,,4224.0,0.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2624.0,1.75,0.07,47.35,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,2048,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,6912.0,15.17,9.99,56.89,,1054848.0,2277504.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,2048,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4256.0,9.72,0.1,48.01,,6784.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,4416.0,4.25,7.86,54.94,,528256.0,196608.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,2048,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,15232.0,20.08,4.47,58.97,,1056640.0,1178880.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,2048,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,4384.0,7.92,0.07,48.06,,4992.0,768.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,4480.0,4.27,7.9,55.04,,528256.0,196608.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,2048,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,9952.0,25.24,6.78,58.09,,1055360.0,3539328.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,2048,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,4000.0,7.28,0.08,47.7,,4736.0,192.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,4320.0,4.25,7.84,55.07,,528256.0,196608.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,4096,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,9088.0,22.05,14.45,84.14,,2103424.0,4555008.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,4096,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4288.0,9.26,0.11,47.91,,7808.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,5152.0,8.46,18.88,79.34,,1577856.0,589824.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,4096,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,21280.0,28.81,6.39,85.93,,2105856.0,2357760.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,4096,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,4768.0,8.83,0.08,48.31,,6016.0,1920.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,5280.0,8.45,19.03,79.29,,1577856.0,589824.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,4096,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,13568.0,36.9,9.86,85.17,,2104064.0,7078656.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,4096,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,4544.0,8.32,0.08,48.02,,5888.0,960.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,5280.0,8.42,18.69,79.57,,1577856.0,589824.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,8192,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,12160.0,34.21,22.34,85.58,,4202752.0,9110016.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,8192,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4384.0,9.32,0.15,48.0,,9856.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,7680.0,11.95,30.79,81.52,,3677056.0,1376256.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,8192,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,31840.0,38.23,8.46,90.54,,4204160.0,4715520.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,8192,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,5344.0,9.41,0.09,48.53,,8064.0,4224.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,7616.0,12.24,31.57,81.72,,3677056.0,1376256.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,8192,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19520.0,51.62,13.8,88.64,,4202880.0,14157312.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,8192,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,4992.0,8.65,0.1,48.35,,7808.0,3264.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,7456.0,12.33,31.39,81.95,,3677056.0,1376256.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,16384,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19424.0,43.16,27.86,86.58,,8403968.0,18220032.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,16384,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4480.0,9.22,0.2,48.02,,14080.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,11808.0,15.83,42.61,81.2,,7875456.0,2949120.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,16384,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,58688.0,41.81,9.25,93.5,,8404736.0,9431040.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,16384,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,5664.0,10.58,0.14,48.69,,12288.0,8832.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,11904.0,15.84,43.07,81.19,,7875584.0,2949120.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,16384,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,34080.0,57.88,15.67,91.68,,8402048.0,28314624.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,16384,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5248.0,9.63,0.15,48.55,,11904.0,9408.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,11584.0,15.89,43.27,80.88,,7875456.0,2949120.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,32768,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,33312.0,49.47,40.98,87.19,,20980864.0,36440064.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,32768,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4448.0,9.15,0.32,48.49,,22144.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19296.0,19.93,55.85,80.61,,16273408.0,6094848.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,32768,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,106688.0,45.6,12.73,95.07,,21090048.0,18862080.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,32768,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6208.0,11.35,0.22,49.09,,20352.0,18048.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19200.0,19.82,55.92,80.43,,16273664.0,6094848.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,32768,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,61312.0,64.97,22.16,93.33,,21057280.0,56629248.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,32768,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5472.0,10.68,0.24,48.89,,20096.0,24768.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,19232.0,20.08,56.4,80.58,,16274688.0,6094848.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,65536,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,63392.0,51.75,55.13,88.1,,54263296.0,72880128.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,65536,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4512.0,9.19,0.55,48.47,,38528.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,42688.0,18.08,73.25,82.5,,46328832.0,12386304.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,65536,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,210208.0,46.79,16.76,95.92,,54396672.0,37724160.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,65536,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6464.0,11.87,0.36,49.15,,36736.0,36480.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,42656.0,18.12,73.44,82.37,,46276352.0,12386304.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,65536,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,118272.0,67.27,29.57,94.27,,54369280.0,113258496.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,65536,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5696.0,11.74,0.42,48.96,,36480.0,61632.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,42496.0,18.02,73.16,82.68,,46213888.0,12386304.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,64,131072,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,121888.0,53.84,63.72,88.47,,121191424.0,145760256.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,64,131072,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,4480.0,9.12,1.01,48.5,,71296.0,1138752.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,64,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,90784.0,16.9,81.48,84.47,,113516928.0,24969216.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,64,131072,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,411584.0,47.49,18.86,96.34,,121423360.0,75448320.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,64,131072,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6912.0,12.09,0.63,49.22,,69632.0,73344.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,64,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,91040.0,16.94,81.67,84.45,,113484672.0,24969216.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,64,131072,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,231264.0,68.83,33.75,94.75,,121372544.0,226516992.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,64,131072,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,6048.0,12.94,0.75,49.02,,69248.0,147648.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,64,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,91264.0,17.02,82.06,84.64,,113548544.0,24969216.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,1024,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,9056.0,22.45,14.62,84.23,,2103680.0,4555008.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,1024,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6464.0,25.9,0.08,83.24,,7936.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2816.0,5.91,0.06,82.71,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,1024,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,21120.0,28.89,6.41,85.79,,2105728.0,2357760.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,1024,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,5760.0,19.46,0.07,82.0,,6016.0,768.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2848.0,5.92,0.07,82.73,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,1024,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,13504.0,37.32,10.05,85.06,,2103680.0,7078656.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,1024,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5184.0,14.11,0.07,81.57,,5760.0,0.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,2880.0,5.89,0.07,82.94,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,2048,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,12416.0,33.78,21.72,85.46,,4202752.0,9110016.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,2048,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6336.0,25.77,0.1,82.86,,9856.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,6144.0,10.5,21.84,75.91,,2104192.0,786432.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,2048,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,31616.0,38.56,8.45,90.56,,4204416.0,4715520.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,2048,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,6784.0,20.8,0.08,83.25,,8064.0,3072.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,6016.0,10.53,21.92,75.11,,2104192.0,786432.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,2048,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19168.0,51.75,13.96,88.64,,4203008.0,14157312.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,2048,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,5888.0,19.64,0.09,82.05,,7808.0,768.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,6080.0,10.65,22.14,75.31,,2104192.0,786432.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,4096,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19296.0,43.41,27.95,86.65,,8407808.0,18220032.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,4096,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6528.0,24.87,0.14,82.79,,14080.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,10272.0,15.32,38.98,79.27,,6302592.0,2359296.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,4096,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,58272.0,41.75,9.24,93.53,,8403456.0,9431040.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,4096,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,7424.0,22.83,0.11,84.3,,12288.0,7680.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,10400.0,15.09,38.86,79.1,,6302592.0,2359296.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,4096,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,34112.0,58.55,15.74,91.7,,8403840.0,28314624.0,ncu,ncu,16.0,17536.0,1024.0,,
