kernel,D,L,launch_id,launch_kernel_name,phase,gpu_time_duration,sm_util_pct,dram_util_pct,achieved_occupancy_pct,warp_threads_per_inst,dram_bytes,flops,dram_bytes_source,flops_source,registers_per_thread,shared_mem_per_block_bytes,block_size,l1_hit_rate_pct,l2_hit_rate_pct
hillis_steele,256,4096,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,6752.0,21.36,0.11,83.11,,12032.0,3840.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,10464.0,14.96,38.47,79.16,,6302592.0,2359296.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,8192,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,33280.0,48.93,40.37,87.13,,20958080.0,36440064.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,8192,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6592.0,25.07,0.22,83.13,,22272.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,17824.0,19.74,54.25,79.5,,14701696.0,5505024.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,8192,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,106752.0,45.7,12.72,95.07,,20987008.0,18862080.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,8192,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,8384.0,24.21,0.16,84.94,,20352.0,16896.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,18112.0,19.45,53.51,79.66,,14701568.0,5505024.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,8192,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,61312.0,65.02,22.24,93.31,,20996736.0,56629248.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,8192,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,7424.0,22.5,0.17,84.4,,20224.0,13056.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,17824.0,19.58,53.76,79.73,,14699520.0,5505024.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,16384,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,63360.0,51.72,55.2,88.06,,54321792.0,72880128.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,16384,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6656.0,24.9,0.37,83.09,,38656.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,40384.0,18.4,72.65,82.06,,43153408.0,11796480.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,16384,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,208736.0,46.78,16.78,95.91,,54398336.0,37724160.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,16384,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,9376.0,25.72,0.26,85.61,,36736.0,35328.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,40224.0,18.11,71.16,81.86,,43160960.0,11796480.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,16384,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,119648.0,67.29,29.33,94.28,,54369152.0,113258496.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,16384,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,8320.0,23.97,0.28,83.85,,36480.0,37632.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,40320.0,18.28,72.34,82.11,,43120896.0,11796480.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,32768,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,121760.0,53.7,64.01,88.49,,121214592.0,145760256.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,32768,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6720.0,24.98,0.7,83.74,,71296.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,89120.0,17.03,81.52,84.52,,110451584.0,24379392.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,32768,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,411776.0,47.41,18.96,96.34,,121334400.0,75448320.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,32768,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,9952.0,27.42,0.45,86.21,,69632.0,72192.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,88928.0,17.02,81.51,84.28,,110358784.0,24379392.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,32768,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,232960.0,68.91,33.55,94.75,,121297792.0,226516992.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,32768,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,8384.0,27.36,0.53,84.93,,69248.0,99072.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,88576.0,17.04,81.07,84.43,,110376320.0,24379392.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,65536,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,242016.0,54.06,67.86,88.85,,255438976.0,291520512.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,65536,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,6624.0,25.01,1.32,83.93,,136832.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,186048.0,16.46,85.36,85.15,,244682624.0,49545216.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,65536,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,818240.0,47.71,20.08,96.55,,255547904.0,150896640.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,65536,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,10912.0,28.17,0.8,86.03,,135168.0,145920.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,186016.0,16.46,85.38,85.22,,244668544.0,49545216.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,65536,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,457984.0,69.36,35.82,94.99,,255452928.0,453033984.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,65536,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,9248.0,29.04,0.96,85.36,,134784.0,246528.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,186272.0,16.45,85.36,85.2,,244624768.0,49545216.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,256,131072,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,475488.0,55.05,70.94,88.85,,524158720.0,583041024.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,256,131072,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,7040.0,24.23,3.15,84.09,,268032.0,4555008.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,256,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,392160.0,15.72,87.28,85.58,,513114112.0,99876864.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,256,131072,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,1624448.0,48.08,20.77,96.66,,524307456.0,301793280.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,256,131072,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,12128.0,27.98,1.91,85.76,,266112.0,293376.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,256,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,392480.0,15.71,87.18,85.71,,513085568.0,99876864.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,256,131072,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,906176.0,70.11,37.17,95.1,,524302080.0,906067968.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,256,131072,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,9952.0,30.69,2.4,84.96,,265856.0,590592.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,256,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,393440.0,15.68,87.05,85.64,,513027328.0,99876864.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,1024,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,12320.0,33.88,21.94,85.69,,4202752.0,9110016.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,1024,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8640.0,38.09,0.07,82.95,,9856.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,3296.0,8.74,0.06,76.11,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,1024,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,31808.0,38.53,8.51,90.52,,4204288.0,4715520.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,1024,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,7904.0,28.74,0.08,82.37,,8064.0,1536.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,3264.0,8.79,0.06,76.08,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,1024,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19296.0,51.59,13.92,88.65,,4203136.0,14157312.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,1024,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,6784.0,20.93,0.08,80.87,,7808.0,0.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,1024,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,3264.0,8.77,0.06,76.93,,2944.0,0.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,2048,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,19136.0,42.79,27.68,86.58,,8401536.0,18220032.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,2048,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8800.0,37.23,0.1,84.06,,13952.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,8512.0,14.87,32.33,74.45,,4205568.0,1572864.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,2048,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,58208.0,41.87,9.26,93.5,,8404224.0,9431040.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,2048,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,8864.0,30.76,0.09,82.53,,12160.0,6144.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,8416.0,14.69,32.33,74.01,,4205440.0,1572864.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,2048,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,34080.0,58.6,15.72,91.67,,8404864.0,28314624.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,2048,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,7776.0,27.54,0.1,80.89,,11904.0,1536.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,2048,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,8256.0,14.76,31.93,74.51,,4207232.0,1572864.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,4096,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,33376.0,49.24,40.81,87.06,,20969728.0,36440064.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,4096,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8832.0,37.15,0.16,82.97,,22144.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,16192.0,18.94,50.13,78.1,,12602496.0,4718592.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,4096,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,107040.0,45.73,12.77,95.03,,21102464.0,18862080.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,4096,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,10336.0,32.64,0.13,83.69,,20352.0,15360.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,16480.0,18.89,50.04,77.92,,12602752.0,4718592.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,4096,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,61248.0,64.96,22.02,93.33,,20984448.0,56629248.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,4096,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,9024.0,30.81,0.14,82.67,,20096.0,7680.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,4096,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,16352.0,19.1,50.67,78.09,,12602368.0,4718592.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,8192,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,63232.0,51.77,55.29,88.08,,54325632.0,72880128.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,8192,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8640.0,37.68,0.28,84.1,,38656.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,37440.0,18.65,70.83,80.92,,38922240.0,11010048.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,8192,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,208832.0,46.79,16.76,95.9,,54368640.0,37724160.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,8192,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,11616.0,34.92,0.21,84.43,,36736.0,33792.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,37440.0,18.62,70.29,80.6,,38903552.0,11010048.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,8192,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,118272.0,67.26,29.54,94.28,,54339200.0,113258496.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,8192,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,10208.0,33.36,0.23,83.71,,36480.0,26112.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,8192,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,37728.0,18.72,71.29,80.79,,38888192.0,11010048.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,16384,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,121824.0,53.8,63.66,88.51,,121237376.0,145760256.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,16384,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,8704.0,37.41,0.52,83.46,,71296.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,85600.0,17.13,81.24,84.09,,106205952.0,23592960.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,16384,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,411744.0,47.41,18.94,96.34,,121322368.0,75448320.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,16384,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,12928.0,36.65,0.35,85.27,,69504.0,70656.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,85824.0,17.15,81.29,83.98,,106189696.0,23592960.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,16384,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,232672.0,68.83,33.53,94.75,,121270912.0,226516992.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,16384,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,11136.0,34.77,0.4,85.09,,69248.0,75264.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,16384,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,85696.0,17.15,81.33,83.92,,106095872.0,23592960.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,32768,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,241888.0,54.1,67.92,88.85,,255393408.0,291520512.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,32768,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,9088.0,37.12,0.99,83.6,,136960.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,183616.0,16.54,85.08,85.09,,240565504.0,48758784.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,32768,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,818304.0,47.78,19.98,96.56,,255513856.0,150896640.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,32768,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,13952.0,38.23,0.62,86.48,,135168.0,144384.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,183104.0,16.47,85.15,85.07,,240543488.0,48758784.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,32768,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,457888.0,69.39,35.85,94.98,,255528832.0,453033984.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,32768,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,11712.0,37.67,0.73,85.39,,134784.0,198144.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,32768,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,184608.0,16.55,85.01,85.07,,240511616.0,48758784.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,65536,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,477664.0,54.98,70.84,88.87,,524030208.0,583041024.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,65536,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,9088.0,35.94,2.37,83.32,,267904.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,391744.0,16.19,86.52,85.55,,508928512.0,99090432.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,65536,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,1624256.0,48.12,20.65,96.66,,524312320.0,301793280.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,65536,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,15392.0,39.3,1.39,86.69,,268288.0,291840.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,390560.0,15.78,86.99,85.63,,508854400.0,99090432.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,65536,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,911776.0,70.21,36.98,95.1,,524242560.0,906067968.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,65536,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,12704.0,40.23,1.85,86.4,,265984.0,493056.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,65536,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,389664.0,15.72,86.68,85.58,,508814208.0,99090432.0,ncu,ncu,16.0,1024.0,1024.0,,
warp_shuffle,512,131072,0,"void phase1_scan<WarpShuffle>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,952704.0,55.04,71.34,88.99,,1061088384.0,1166082048.0,ncu,ncu,20.0,17792.0,1024.0,,
warp_shuffle,512,131072,1,"void phase2_scan_totals<WarpShuffle>(float *, float *, int)",phase2,9312.0,35.19,6.32,84.2,,530048.0,9110016.0,ncu,ncu,22.0,17664.0,1024.0,,
warp_shuffle,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,790816.0,15.63,86.87,85.81,,1045962496.0,199753728.0,ncu,ncu,16.0,1024.0,1024.0,,
blelloch,512,131072,0,"void phase1_scan<Blelloch>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,3242592.0,48.17,20.93,96.72,,1061459328.0,603586560.0,ncu,ncu,25.0,17536.0,1024.0,,
blelloch,512,131072,1,"void phase2_scan_totals<Blelloch>(float *, float *, int)",phase2,17248.0,39.25,3.52,86.83,,528256.0,586752.0,ncu,ncu,20.0,17408.0,1024.0,,
blelloch,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,788032.0,15.71,86.75,85.82,,1046019200.0,199753728.0,ncu,ncu,16.0,1024.0,1024.0,,
hillis_steele,512,131072,0,"void phase1_scan<HillisSteele>(const float *, const float *, float *, float *, float *, float *, int, int)",phase1,1811392.0,70.2,37.66,95.17,,1061333248.0,1812135936.0,ncu,ncu,16.0,17536.0,1024.0,,
hillis_steele,512,131072,1,"void phase2_scan_totals<HillisSteele>(float *, float *, int)",phase2,13984.0,42.73,4.32,86.78,,528000.0,1181184.0,ncu,ncu,18.0,17408.0,1024.0,,
hillis_steele,512,131072,2,"phase3_propagate(float *, float *, const float *, const float *, int, int)",phase3,789920.0,15.65,86.96,85.77,,1046134400.0,199753728.0,ncu,ncu,16.0,1024.0,1024.0,,
